,utt,intent,index
879,"what is hp , show me the cheapest fare in the database and could you tell me about flights from philadelphia to dallas the flights should leave philadelphia in the morning",atis_abbreviation#atis_cheapest#atis_flight,"5,15,2"
880,"how long does it take to get from atlanta airport into the city of atlanta , what are the rental car rates in dallas and then can you give me information on transportation from the airport in philadelphia to downtown philadelphia",atis_distance#atis_ground_fare#atis_ground_service,"9,14,8"
881,show me fares from seattle to minneapolis and what types of meals are available,atis_airfare#atis_meal,"4,13"
882,what does restriction ap 57 mean and then show me the cheapest fare in the database,atis_abbreviation#atis_cheapest,"5,15"
883,"show me the cheapest fare in the database , how long does it take to get from atlanta airport into the city of atlanta and what is restriction ap57",atis_cheapest#atis_distance#atis_restriction,"15,9,7"
884,are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning and also what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_city#atis_restriction,"11,7"
885,show me the names of airlines in atlanta and also list all the arriving flights at general mitchell international,atis_airline#atis_flight,"3,2"
886,show me ground transportation in san francisco,atis_ground_service,8
887,what airlines have flights from baltimore to seattle and what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,atis_airline#atis_flight_no,"3,1"
888,please show me airlines with service from boston to denver and then show me ground transportation in washington dc,atis_airline#atis_ground_service,"3,8"
889,"show me fares from dallas to baltimore that cost less than 300 dollars , how much does it cost to get downtown from the atlanta airport by limousine and what kind of ground transportation is available in las vegas",atis_airfare#atis_ground_fare#atis_ground_service,"4,14,8"
890,"how many people fit on a 73s , show me the cheapest fare in the database and how do i get to philadelphia downtown from the airport",atis_capacity#atis_cheapest#atis_ground_service,"10,15,8"
891,what kinds of ground transportation is available in dallas fort worth,atis_ground_service,8
892,please give me ground transportation information between dallas fort worth airport and downtown dallas and also how many cities are served by twa with first class flights,atis_ground_service#atis_quantity,"8,0"
893,"what does nw stand for , what cities does continental service and then what is the ground transportation between airport and baltimore",atis_abbreviation#atis_city#atis_ground_service,"5,11,8"
894,"what does restriction ap 80 mean , what s the capacity of an f28 and also now i d like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta",atis_abbreviation#atis_capacity#atis_flight_time,"5,10,17"
895,"what price is a limousine service in boston , what is the ground transportation from philadelphia airport to the city proper and then what are my meal options from boston to denver",atis_ground_fare#atis_ground_service#atis_meal,"14,8,13"
896,show me the cheapest fare in the database and then please show me the return flight number from toronto to st petersburg,atis_cheapest#atis_flight_no,"15,1"
897,what kind of airline is flight ua 281 from boston to denver and then how many cities are served by continental with first class flights,atis_airline#atis_quantity,"3,0"
898,what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,atis_flight_no,1
899,does the philadelphia airport have a name and also what are the rental car rates in san francisco,atis_airport#atis_ground_fare,"6,14"
900,explain restriction ap please,atis_abbreviation,5
901,show me the schedule for airlines leaving pittsburgh going to san francisco for next monday and then how many airlines have flights with service class yn,atis_flight_time#atis_quantity,"17,0"
902,list aircraft types that fly between boston and san francisco,atis_aircraft,16
903,"are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning , how much does it cost to get downtown from the atlanta airport by limousine and what is restriction ap57",atis_city#atis_ground_fare#atis_restriction,"11,14,7"
904,how much does it cost to get downtown from the atlanta airport by limousine and also how many airlines fly from new york to los angeles by way of milwaukee,atis_ground_fare#atis_quantity,"14,0"
905,how many seats in a 72s and what is the cost of the air taxi operation at philadelphia international airport,atis_capacity#atis_ground_fare,"10,14"
906,"what is hp , show me ground transportation information for pittsburgh and also is there a meal on delta flight 852 from san francisco to dallas fort worth",atis_abbreviation#atis_ground_service#atis_meal,"5,8,13"
907,"how many seats in a 72s , how much does it cost to get downtown from the atlanta airport by limousine and also what limousine service in los angeles",atis_capacity#atis_ground_fare#atis_ground_service,"10,14,8"
908,what does code y stand for and are there any flights on us air from pittsburgh to atlanta on wednesday,atis_abbreviation#atis_flight,"5,2"
909,what is fare code h,atis_abbreviation,5
910,what is the flight number of the earliest flight between boston and washington dc and then while i m in pittsburgh what ground transportation is available,atis_flight_no#atis_ground_service,"1,8"
911,"what airplane types fly from pittsburgh to baltimore , what is the least expensive one way ticket from atlanta to denver leaving on october twelfth and how many flights does twa have with business class",atis_aircraft#atis_airfare#atis_quantity,"16,4,0"
912,"show me the cheapest fare in the database , how much would car rental cost in atlanta and then how many united flights are there to san francisco",atis_cheapest#atis_ground_fare#atis_quantity,"15,14,0"
913,what is the cost of the air taxi operation at philadelphia international airport and also what ground transportation is available in denver,atis_ground_fare#atis_ground_service,"14,8"
