,utt,intent,index
10294,what is the cause for the delay for the traffic on tahrir street right now,get_info_traffic,0
10295,we got a lot of snow last night is holmes county under any traffic emergencies right now,get_info_road_condition,17
10296,does traffic looks heavy,get_info_traffic,0
10297,how far is alexandria from home,get_location_home#get_distance,"22,4"
10298,what time do i need to leave the house if i want to make it to the gym before they close at 5 pm tonight,get_location_home#get_estimated_departure#get_location,"22,5,9"
10299,"road congestion in darien, connecticut",get_info_traffic,0
10300,i want to see some art tomorrow night,get_event,7
10301,whats going on in california,get_event,7
10302,how long will it take me to get to my noon meeting if i take the back roads,get_event#get_location#get_estimated_duration,"7,9,18"
10303,new year parties,get_event,7
10304,miles from waco tx to cumberland md,get_distance,4
10305,considering the construction on i25 how long will it take me to get to loveland from here,get_location#get_estimated_duration,"9,18"
10306,whats the distance between philly and pittsburgh,get_distance,4
10307,what is the best way to avoid traffic if i leave from my current location and go do kathy s house in portland on 25th st,get_location_home#get_directions#get_location,"22,6,9"
10308,what is the fastest route home to avoid traffic,get_location_home#get_directions,"22,6"
10309,how many accidents are there on this route,get_info_traffic,0
10310,who is in town this weekend at metlife stadium,get_event#get_location,"7,9"
10311,can you tell me the driving directions from home to the mall in douglasville,get_location_home#get_directions#get_location,"22,6,9"
10312,peak traffic hours,unsupported_navigation,16
10313,name all december events for the germain arena,get_event#get_location,"7,9"
10314,kid s concerts in ithaca on sunday,get_event,7
10315,how many miles from here to annapolis,get_distance#get_location,"4,9"
10316,traffic from the mall to my house,get_info_traffic#get_location_home#get_location,"0,22,9"
10317,are there any accidents causing traffic tonight,get_info_traffic,0
10318,how is the traffic between my house and my moms house right now,get_info_traffic#get_location_home,"0,22"
10319,what time will traffic open up in la,get_info_traffic,0
10320,will i run into traffic this morning,get_info_traffic,0
10321,what is happening in baltimore,get_event,7
10322,what is the traffic driving from new york to hershey pa,get_info_traffic,0
10323,any accidents on 390,get_info_traffic,0
10324,how can i get from my house to santa monica by 10 pm tonight,get_location_home#get_directions,"22,6"
10325,any free music events this weekend,get_event,7
10326,what time do i need to leave to get to the hawks game by noon,get_event#get_estimated_departure,"7,5"
10327,how much time will it take me to get home with the traffic today from work,get_location_home#get_location_work#get_estimated_duration,"22,11,18"
10328,traffic forecast for friday,get_info_traffic,0
10329,how long to get from here to bridgewater,get_estimated_duration,18
10330,kanye west concert in chicago this weekend,get_event,7
10331,please tell me if there s traffic on the parkway,get_info_traffic#get_location,"0,9"
10332,how long will this trip take,get_estimated_duration,18
10333,how long would it take to mohammed ali store in maadi  from nasr city if i leave by 9 pm,get_location#get_estimated_duration,"9,18"
10334,how long does it take to drive from home to office,get_location_home#get_location_work#get_estimated_duration,"22,11,18"
10335,are the roads clear ontheway to niagara falls,get_info_traffic#get_location,"0,9"
10336,i feel like hiking tomorrowwhere can i go,unsupported,10
10337,i need to be in charlotte by 4 pm what time should i leave here,get_estimated_departure#get_location,"5,9"
10338,what is happening tonight in dallas,get_event,7
10339,are there any public book signings in new york,get_event,7
10340,tree lightings near me this weekend,get_event#get_location,"7,9"
10341,summer 2018 concerts in nyc,get_event,7
10342,sports events at the blaisdale arena,get_event#get_location,"7,9"
10343,is there a train crossing on this street,unsupported_navigation,16
10344,is there traffic congestion on i-90 now,get_info_traffic,0
10345,is there heavy traffic going home,get_info_traffic#get_location_home,"0,22"
10346,pub crawl events in boston,get_event,7
10347,where is the most traffic in atlanta,get_info_traffic,0
10348,traffic chula vista,get_info_traffic,0
10349,wine tours in los angeles,get_event,7
10350,where can i go sleding,unsupported,10
10351,"marvin says that disco night at the roller rink on the southside is a garbage place for a first date what do you think, the date is saturday",unsupported_event,19
10352,how far of a drive is houston from phoenix,get_distance,4
10353,any ongoing construction in my area,get_info_traffic#get_location_home,"0,22"
10354,was there an accident on the freeway,get_info_traffic#get_location,"0,9"
10355,looking for something to do tonight,get_event,7
10356,are there any festivals in orlando this weekend,get_event,7
10357,what time of day is the traffic lighter,unsupported_navigation,16
10358,is there a bike lane on blake street,unsupported_navigation,16
10359,painting events for couples,get_event,7
10360,weekend events in tampa,get_event,7
10361,what is the speed limit on this road,unsupported_navigation,16
10362,whats the traffic this morning,get_info_traffic,0
10363,how long to get an uber to my house,unsupported_navigation,16
10364,what s the distance between newport and boise,get_distance,4
10365,"is traffic heavy at queens, ny at this movement",get_info_traffic,0
10366,what highways are closed today,get_info_traffic#get_location,"0,9"
10367,what is the traffic like from here to tacoma,get_info_traffic#get_location,"0,9"
10368,are there any accidents on the way to the mall,get_info_traffic#get_location,"0,9"
10369,distance between boston ma and pensacola fl,get_distance,4
10370,any wine or beer tasting events this weekend near me,get_event#get_location,"7,9"
10371,is there an alternate route with less traffic,update_directions,12
10372,"if i drive 65 mph, how long with it take me to get from newport to vancouver",get_estimated_duration,18
10373,parties in hardy,get_event,7
10374,any christmas parties near me,get_event#get_location,"7,9"
10375,how long does it take to drive to duluth today,get_estimated_duration,18
10376,best events in my area,get_location_home#get_event,"22,7"
10377,what time should i leave to make it to my cousin s house by noon,get_location_home#get_estimated_departure,"22,5"
10378,how many miles is it from austin to orlando,get_distance,4
10379,classes to make christmas,get_event,7
10380,whats the traffic like,get_info_traffic,0
10381,is there any ongoing construction on the expressway heading from philadelphia to atlantic city,get_info_traffic#get_location,"0,9"
10382,porrland wizardcon dates in february 2018,get_event,7
10383,where is the nearest football game,get_event#get_location,"7,9"
10384,"what is the distance between baltimore and orlando, florida",get_distance,4
10385,are there any accidents on my drive home,get_info_traffic#get_location_home,"0,22"
10386,christmas cookie decorating events this week,get_event,7
10387,"if i leave at 1145am  will i make it to my nephew s party  in the afternoon,",get_contact#get_event#get_estimated_arrival,"15,7,20"
10388,what day and time is the shortest commute to atlanta from my house,unsupported_navigation,16
10389,what s the safest route to the mall today,get_directions#get_location,"6,9"
10390,what time is the traffic the worst in dallas,unsupported_navigation,16
10391,"get directions to disney world from tallahassee, florida, avoiding expressways",get_directions#get_location,"6,9"
10392,how much traffic in the holland tunnel,get_info_traffic#get_location,"0,9"
10393,food events in la this upcoming weekend,get_event,7
10394,"how long does it take to get to portland, oregon from schenectady, ny",get_estimated_duration,18
10395,are any roads closed due to an accident,get_info_traffic,0
10396,how bad is the traffic at 5pm,get_info_traffic,0
10397,events near los angeles on saturday,get_event#get_location,"7,9"
10398,will this weather affect traffic,get_info_traffic,0
10399,please tell me how many back roads i will have to take to get to jerry s house,unsupported_navigation,16
